Name,Year_of_Release,Global_Sales,User_Score,Critic_Score
Jeremy McGrath Supercross World,2001,0.23,3.4,35
The Scorpion King: Rise of the Akkadian,2002,0.23,7.2,47
The Club,2008,0.23,6.5,72
Meteos,2005,0.23,7.5,88
Star Wars Jedi Knight II: Jedi Outcast,2002,0.23,7.8,75
Tom Clancy's Splinter Cell,2003,0.23,8.7,89
Virtua Tennis 4,2011,0.23,6.2,70
ESPN NHL Hockey,2003,0.23,7,90
DiRT Showdown,2012,0.23,6.4,75
The Incredible Hulk: Ultimate Destruction,2005,0.23,8,84
Gundam Battle Assault,1998,0.23,7.8,61
XCOM 2,2016,0.23,7.1,88
Cross Edge,2008,0.23,7.2,52
The Lord of the Rings: Aragorn's Quest,2010,0.23,7.8,58
Looney Tunes: Acme Arsenal,2007,0.23,5.1,27
Madagascar: Escape 2 Africa,2008,0.23,6.8,58
NBA 2K6,2005,0.23,8.6,81
NASCAR 08,2007,0.23,5,57
Mafia,2004,0.23,7.7,66
Grand Slam Tennis 2,2012,0.23,5.2,73
Dynasty Warriors: Strikeforce,2009,0.23,5.7,59
Airblade,2001,0.23,5.8,70
Epic Mickey 2: The Power of Two,2012,0.23,5.6,57
Carnival Island,2011,0.23,5.2,66
Tom Clancy's Rainbow Six: Siege,2015,0.23,6.9,79
Genji: Dawn of the Samurai,2005,0.23,8.3,74
The Italian Job,2003,0.23,6.3,55
TrackMania: Build to Race,2010,0.23,6.8,74
Ultimate Band,2008,0.23,5.5,59
Freedom Fighters,2003,0.23,8.2,82
Soldier of Fortune II: Double Helix,2003,0.23,6.5,61
Lunar Knights,2006,0.23,7.8,82
Final Fantasy XI: Treasures of Aht Urhgan,2006,0.23,7.1,87
WWE All Stars,2011,0.23,7.4,71
Alundra,1997,0.23,9,86
Mortal Kombat: Armageddon,2007,0.23,8.4,71
Madden NFL 13,2012,0.23,6.7,75
Transformers: Devastation,2015,0.23,7.5,77
BlowOut,2003,0.23,6.2,58
NFL Blitz Pro,2003,0.23,8.5,73
Tiger Woods PGA Tour 2003,2002,0.23,8,90
Pinball Hall of Fame: The Gottlieb Collection,2005,0.23,8.1,73
Disgaea: Afternoon of Darkness,2006,0.23,8.2,87
Toukiden Kiwami,2014,0.23,8.6,82
SSX On Tour,2005,0.23,8.1,79
Rune Factory: Tides of Destiny,2011,0.23,7.9,55
Ys Seven,2009,0.23,8.5,79
Lumines: Electronic Symphony,2012,0.23,7.8,83
Tony Hawk's Proving Ground,2007,0.23,6.7,79
The Polar Express,2004,0.23,4.3,39
AC/DC LIVE: Rock Band Track Pack,2008,0.23,4.9,63
Valhalla Knights 2,2008,0.23,5.4,50
Spec Ops: The Line,2012,0.23,8.2,76
Saint Seiya: Sanctuary Battle,2011,0.23,7.3,62
NBA ShootOut 2003,2002,0.23,5.9,62
Need For Speed: Undercover,2008,0.23,6.7,59
Rogue Ops,2003,0.23,9.2,61
Killer is Dead,2013,0.23,7.9,64
F1 2014,2014,0.23,4.1,64
Legion: The Legend of Excalibur,2002,0.22,7,51
Spartan: Total Warrior,2005,0.22,8.4,74
Justice League Heroes,2006,0.22,7.8,72
Conflict: Vietnam,2004,0.22,7.3,60
Whirl Tour,2002,0.22,7,58
NBA Street: Showdown,2005,0.22,8.5,75
pro evolution soccer 2011,2010,0.22,5.4,78
Skies of Arcadia Legends,2002,0.22,9.2,84
Breath of Fire,2001,0.22,8.8,79
Risen 2: Dark Waters,2012,0.22,5.6,69
NCAA Football 2005,2004,0.22,9,88
Hamtaro: Ham-Ham Games,2004,0.22,7.8,77
Soul Sacrifice Delta,2014,0.22,8.4,82
NASCAR 2011: The Game,2011,0.22,3.1,42
Spider-Man: Edge of Time,2011,0.22,7.2,58
Ride,2015,0.22,7,66
Spirit Camera: The Cursed Memoir,2012,0.22,6.1,54
Galactic Wrestling: Featuring Ultimate Muscle,2004,0.22,8,61
FaceBreaker K.O. Party,2008,0.22,5.6,61
Dino Stalker,2002,0.22,6.3,50
Mega Man Zero 3,2004,0.22,9,77
Super Swing Golf,2006,0.22,7.8,72
G-Force,2009,0.22,7.6,68
Luminous Arc 2,2008,0.22,7.7,73
Shinobi,2011,0.22,7.3,69
Tony Hawk's Downhill Jam,2006,0.22,7,76
Risen 2: Dark Waters,2012,0.22,5.2,47
Age of Empires: The Age of Kings,2006,0.22,7.9,80
MotoGP 09/10,2010,0.22,5.4,70
The Lord of the Rings: The Third Age,2004,0.22,8.5,67
Dinosaur King,2007,0.22,8,61
The Suffering,2004,0.22,8.8,77
Tetris Worlds,2002,0.22,5.6,47
The Sims 4: Get Together,2015,0.22,7.3,72
Viewtiful Joe 2,2004,0.22,8.3,86
Child of Eden,2011,0.22,7.8,81
Touch the Dead,2007,0.22,5.6,56
Nickelodeon Party Blast,2002,0.22,4.3,19
Jackass the Game,2007,0.22,7,58
Ragnarok DS,2008,0.22,5.8,53
Shellshock: Nam '67,2004,0.22,7,58
Magna Carta: Tears of Blood,2004,0.22,7,66
All-Star Baseball 2002,2001,0.22,5.6,66
Capcom vs. SNK,2000,0.22,9,80
Pinball Hall of Fame: The Williams Collection,2009,0.22,7.9,82
Aliens vs Predator: Requiem,2007,0.22,5.6,49
Dishonored 2,2016,0.22,6.8,88
Asphalt: Injection,2011,0.22,4.8,49
From Russia With Love,2005,0.22,8.5,70
Guitar Hero: Smash Hits,2009,0.22,8.3,69
NBA Live 09 All-Play,2008,0.22,5.9,51
NFL Quarterback Club 2002,2001,0.22,7.8,67
NCAA Basketball 09,2008,0.22,5.6,70
Shin Megami Tensei: Persona,2009,0.22,8,78
Lords of the Fallen,2014,0.22,6.7,71
LEGO The Lord of the Rings,2012,0.22,8.2,80
Growlanser: Heritage of War,2006,0.22,7.9,60
Ben 10 Alien Force: Vilgax Attacks,2009,0.22,8.3,61
Rugby 2004,2003,0.22,6.8,61
Senran Kagura 2: Deep Crimson ,2014,0.22,6.8,58
NBA 06,2005,0.22,5.4,72
KORG DS-10 Synthesizer,2008,0.22,8.2,82
Naruto: Ninja Council,2003,0.22,7.1,60
Tropico 3,2009,0.22,6.6,75
Deadly Creatures,2009,0.22,8.8,72
Naruto Shippuden: Ultimate Ninja Storm Revolution,2014,0.22,7.3,62
Dead Island,2011,0.22,6.8,80
NFL 2K3,2002,0.22,8.3,92
Hunted: The Demon's Forge,2011,0.22,6,61
Britney's Dance Beat,2002,0.22,7.4,53
Shrek SuperSlam,2005,0.22,7.8,70
Full Auto,2006,0.22,7.8,70
Herdy Gerdy,2002,0.22,5,69
Afrika,2008,0.22,6.2,63
Over G Fighters,2006,0.21,6,49
Angry Birds Star Wars,2013,0.21,2,47
Hot Shots Tennis: Get a Grip,2010,0.21,8,80
Star Wars: The Force Unleashed II,2010,0.21,4,43
The Dukes of Hazzard: Return of the General Lee,2004,0.21,6.8,52
Crash 'N' Burn,2004,0.21,8,63
NBA,2005,0.21,6.9,57
Disaster Report,2002,0.21,8,66
Armored Core V,2012,0.21,7.2,68
College Hoops 2K7,2006,0.21,8.2,82
Rampage: Total Destruction,2006,0.21,5.6,46
The Bard's Tale,2004,0.21,8.6,76
Robotech: The Macross Saga,2002,0.21,6.5,61
Conflict Zone,2002,0.21,7.4,47
Code Name: S.T.E.A.M.,2015,0.21,7.7,69
The Bureau: XCOM Declassified,2013,0.21,6.7,68
Star Wars: Battlefront,2004,0.21,3.5,72
BloodRayne,2002,0.21,7.5,76
NHL 2K6,2005,0.21,7.5,83
Hannah Montana: The Movie,2009,0.21,3.8,25
Tenchu: Return From Darkness,2004,0.21,7,70
World Poker Tour,2005,0.21,8.6,60
Neo Contra,2004,0.21,7.1,65
MVP Baseball,2005,0.21,7.7,67
Tony Hawk's American Sk8land,2005,0.21,8.7,84
Viewtiful Joe 2,2004,0.21,7.7,85
The BIGS 2,2009,0.21,6.2,76
Quake III: Revolution,2001,0.21,7.2,84
Pac-Man World 3,2005,0.21,5.2,63
50 Cent: Blood on the Sand,2009,0.21,6.4,71
Journey,2012,0.21,8.8,92
SBK X: Superbike World Championship,2010,0.21,7.5,73
Dragon Ball: Fusions,2016,0.21,7.6,68
Madden NFL 07,2006,0.21,6.5,70
HBO Boxing,2000,0.21,4,26
Bass Pro Shops: The Strike,2009,0.21,5.8,63
Darkwatch,2005,0.21,8.1,75
Disgaea D2: A Brighter Darkness,2013,0.21,8.1,74
Maximo vs Army of Zin,2003,0.21,7.8,83
Assassin's Creed Syndicate,2015,0.21,5.9,74
Summoner 2,2002,0.21,8.3,76
Shadow of Destiny,2001,0.21,8.2,78
Ninja Gaiden: Dragon Sword,2008,0.21,7.8,83
Cabela's Deer Hunt: 2004 Season,2003,0.21,8.4,65
World of Final Fantasy,2016,0.21,8.6,77
Danganronpa Another Episode: Ultra Despair Girls,2014,0.21,8.4,72
Pro Evolution Soccer 2012,2011,0.21,7,79
The Legend of Spyro: The Eternal Night,2007,0.21,6.4,60
The Wolf Among Us,2014,0.21,8.4,83
Cursed Mountain,2009,0.21,7.6,67
Age of Empires: Mythologies,2008,0.21,6.9,78
SBK Superbike World Championship,2008,0.21,8,63
Bionicle,2003,0.21,4.2,47
Heroes of Ruin,2012,0.21,7.4,69
A Boy and His Blob,2009,0.21,8.7,80
Baja: Edge of Control,2008,0.21,5,61
G.I. Joe: The Rise of Cobra,2009,0.21,4.8,43
UFC Undisputed 2010,2010,0.21,7,74
World Series of Poker,2005,0.21,6.4,37
Rayman Raving Rabbids,2007,0.21,7.3,67
Deus Ex: The Conspiracy,2002,0.21,8.9,81
Unreal II: The Awakening,2004,0.21,5.3,64
Rumble Racing,2001,0.21,8.2,85
Spider-Man: Web of Shadows,2008,0.21,4.1,69
Vampire Rain,2007,0.21,2.9,38
Batman Begins,2005,0.21,7.1,65
NBA Live 15,2014,0.21,6.8,53
JSRF: Jet Set Radio Future,2002,0.21,8.2,88
NHL Hitz 20-02,2001,0.21,8.7,79
Way of the Samurai 3,2009,0.21,6.8,55
NCAA Football 2003,2002,0.21,8.1,91
Hitman: HD Trilogy,2013,0.21,7.6,71
J Stars Victory Vs.,2014,0.21,7.9,74
de Blob 2,2011,0.21,7.1,74
ESPN Winter X Games: Snowboarding 2002,2000,0.21,7.9,64
Final Fantasy Fables: Chocobo's Dungeon,2007,0.21,8,76
Project: Snowblind,2005,0.21,8.3,78
Prison Break: The Conspiracy,2010,0.21,4.7,40
You Don't Know Jack,2011,0.21,7.7,81
Mortal Kombat: Special Forces,2000,0.21,2.4,28
Mega Man Legacy Collection,2016,0.21,7.1,77
The Last Airbender,2010,0.21,6.6,53
NCAA March Madness 07,2007,0.21,7.1,67
StokEd,2009,0.21,8.6,68
Evil Dead: Regeneration,2005,0.21,8.5,68
Defiance,2013,0.21,6.5,64
NHL 2003,2002,0.21,7.9,80
Tiger Woods PGA Tour,2005,0.21,7.4,78
NHL 2K3,2002,0.21,7.8,89
You Don't Know Jack,2011,0.21,7.9,82
Final Fight One,2001,0.21,7.8,82
Tony Hawk's Pro Skater 5,2015,0.21,1.5,32
MLB 10: The Show,2010,0.21,6.6,79
Gallop Racer 2003: A New Breed,2002,0.21,8.5,68
Frogger 3D,2011,0.21,5.5,54
Blue Dragon Plus,2008,0.21,6.5,69
BeyBlade VForce: Super Tournament Battle,2002,0.21,7.5,33
Dead to Rights: Retribution,2010,0.21,7,61
Dragon Ball Z: Sagas,2005,0.21,6.6,48
X2: Wolverine's Revenge,2003,0.21,6.4,58
Power Rangers: Wild Force,2002,0.21,6.9,55
Tenchu: Shadow Assassins,2008,0.21,7.8,70
Lost Planet 3,2013,0.21,5.5,61
Beyblade G-Revolution,2004,0.2,7.8,40
Capcom Fighting Evolution,2004,0.2,4.8,57
Assassin's Creed The Ezio Collection,2016,0.2,7.4,72
God of War Collection,2014,0.2,7.4,73
Anarchy Reigns,2012,0.2,8.2,71
Mobile Suit Gundam: Crossfire,2006,0.2,5.1,33
Suikoden Tactics,2005,0.2,8.6,68
NCAA March Madness 06,2005,0.2,7.2,76
Sniper: Ghost Warrior 2,2013,0.2,5.7,52
EVE Online,2003,0.2,7.5,69
Phantasy Star Online,2000,0.2,9.1,89
Crazy Taxi 3: High Roller,2002,0.2,8.5,69
Midnight Club 3: DUB Edition Remix,2006,0.2,5.3,87
Thrillville,2006,0.2,2.8,72
"Warhammer 40,000: Space Marine",2011,0.2,7.4,74
The King of Fighters Collection: The Orochi Saga,2006,0.2,8.5,67
Disney's Planes,2013,0.2,5.3,51
Zombie Army Trilogy,2015,0.2,6.8,62
MLB SlugFest 20-03,2002,0.2,7.8,79
The Con,2005,0.2,7.3,63
Pitfall: The Lost Expedition,2004,0.2,8.9,70
Need for Speed Carbon: Own the City,2006,0.2,7.5,70
Enchanted Arms,2007,0.2,5.9,64
Le Mans 24 Hours,2001,0.2,7.6,75
The Witch and the Hundred Knight,2013,0.2,7.5,53
Dragon Ball Z: Harukanaru Densetsu,2007,0.2,6.2,57
Harvest Moon: More Friends of Mineral Town,2003,0.2,9.2,82
X2: Wolverine's Revenge,2003,0.2,7.2,72
NBA 2K2,2002,0.2,7.6,90
Code of Princess,2012,0.2,7.6,67
Major League Baseball 2K11,2011,0.2,6.3,72
Dark Messiah of Might and Magic Elements,2008,0.2,7,52
Planet 51,2009,0.2,5.8,53
Dead to Rights II,2005,0.2,5.3,51
FIFA 16,2015,0.2,4.4,81
NBA Live 14,2013,0.2,3.1,36
Kung Fu Rider,2010,0.2,3.7,36
DarkStar One: Broken Alliance,2010,0.2,7.2,63
Dragon Ball: Xenoverse 2,2016,0.2,7.3,73
Odin Sphere: Leifthrasir,2016,0.2,8.2,87
Ty the Tasmanian Tiger 2: Bush Rescue,2004,0.2,8.6,70
Body and Brain Connection,2010,0.2,4.8,57
Dragon Ball: Revenge of King Piccolo,2009,0.2,7.3,65
Warriors Orochi,2008,0.2,6.6,62
MVP Baseball 2003,2003,0.2,9,82
Monster Jam,2007,0.2,6.4,43
Infinite Space,2009,0.2,9,75
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005,0.2,6,72
NBA 07,2006,0.2,7,68
Two Worlds II,2011,0.2,6.5,76
IHRA Drag Racing 2004,2003,0.2,7.4,40
The Legend of Heroes: Trails of Cold Steel,2013,0.2,7.7,86
Clive Barker's Jericho,2007,0.2,7.1,60
Tekken 3D: Prime Edition,2012,0.2,5.9,64
Marvel: Ultimate Alliance 2,2009,0.2,6.7,65
Front Mission Evolved,2010,0.2,6.1,58
From Russia With Love,2005,0.2,8.8,71
Apache: Air Assault,2010,0.2,6.1,66
Dying Light,2015,0.2,7.9,75
Grandia II,2000,0.2,8.8,90
Ridge Racer 6,2005,0.2,7.1,74
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005,0.2,7,53
Zone of the Enders HD Collection,2012,0.2,8.8,75
Record of Agarest War,2008,0.2,7,71
Gladius,2003,0.2,8,78
Earth Defense Force: Insect Armageddon,2011,0.2,7,63
Dave Mirra Freestyle BMX 2,2001,0.2,8.2,76
SpongeBob SquarePants: Revenge of the Flying Dutchman,2002,0.2,8.3,66
Taiko Drum Master,2004,0.2,8.1,77
Dungeon Hunter Alliance,2012,0.2,6.4,49
Forgotten Realms: Demon Stone,2004,0.2,6.8,71
Soldier of Fortune: Payback,2007,0.2,5.6,50
Afro Samurai,2009,0.2,6.1,65
Silent Hill: Book of Memories,2012,0.2,5.1,58
Playboy: The Mansion,2005,0.2,7.5,59
Baja: Edge of Control,2008,0.2,7.1,65
Tiger Woods PGA Tour 06,2005,0.2,7.9,80
Bleach: The 3rd Phantom,2008,0.2,8,59
MC Groovz Dance Craze,2004,0.2,6.8,42
The Thing,2002,0.2,6.6,78
Untold Legends: Dark Kingdom,2006,0.2,7.2,58
Plants vs. Zombies,2011,0.2,7.9,85
Baldur's Gate: Dark Alliance,2002,0.2,8.3,83
Prince of Persia: Warrior Within,2004,0.2,8.6,83
Warriors Orochi,2007,0.2,7.4,53
Predator: Concrete Jungle,2005,0.2,8.8,47
Arcana Heart 3,2011,0.2,7.5,73
X-Men Origins: Wolverine,2009,0.2,8.1,55
Big Mutha Truckers 2,2005,0.2,2.1,51
Armored Core 4,2006,0.2,6.8,65
Solatorobo: Red the Hunter,2010,0.2,7.9,76
NHL FaceOff 2001,2001,0.2,4,57
Mana Khemia 2: Fall of Alchemy,2008,0.2,8.2,70
The Great Escape,2003,0.2,8,57
Castlevania: Lords of Shadow 2,2014,0.2,7.8,63
Big Mutha Truckers,2002,0.19,4.3,59
Way of the Samurai 4,2011,0.19,6.5,58
The Hobbit,2003,0.19,9.2,67
The King of Fighters XI,2006,0.19,8.5,75
Tom Clancy's Splinter Cell: Essentials,2006,0.19,7.5,58
Major League Baseball 2K12,2012,0.19,4.4,68
Family Guy,2006,0.19,6.3,51
Sniper Elite,2005,0.19,8.9,76
Harry Potter and the Goblet of Fire,2005,0.19,7.4,70
Breath of Fire II,2001,0.19,8.8,81
UFC Personal Trainer: The Ultimate Fitness System,2011,0.19,2.4,65
Conan,2007,0.19,7.3,69
No More Heroes: Heroes' Paradise,2010,0.19,7.3,72
Aliens vs Predator,2010,0.19,7.4,68
Captain America: Super Soldier,2011,0.19,7.3,61
Manhunt,2004,0.19,7.9,74
NCAA Final Four 2003,2002,0.19,6,57
Dynasty Warriors: Gundam 2,2008,0.19,7,49
Bound By Flame,2014,0.19,5.9,53
Spectrobes: Origins,2009,0.19,8.4,71
DanceMasters,2010,0.19,5.9,63
Breath of Fire: Dragon Quarter,2002,0.19,6.9,78
Shiren the Wanderer,2008,0.19,7.6,71
LEGO Marvel's Avengers,2016,0.19,7.1,60
Spore Hero Arena,2009,0.19,2.6,49
Disney's Magical Mirror Starring Mickey Mouse,2002,0.19,8.9,50
Enchanted Arms,2006,0.19,6.9,69
Conflict: Denied Ops,2008,0.19,4.9,52
Mafia III,2016,0.19,3.2,63
Mace Griffin: Bounty Hunter,2003,0.19,8.3,62
Legacy of Kain: Defiance,2003,0.19,7.9,74
Final Fantasy XI,2006,0.19,6.5,66
Peter Jackson's King Kong: The Official Game of the Movie,2005,0.19,6.4,56
Fighter Within,2013,0.19,3,23
Aliens versus Predator: Extinction,2003,0.19,8.4,66
Shrek: Forever After,2010,0.19,4.5,57
X-Men Origins: Wolverine,2009,0.19,7.5,60
NHL Hitz Pro,2003,0.19,8.9,79
Space Invaders Extreme 2,2009,0.19,7.1,82
Need for Speed: The Run,2011,0.19,6,65
Supreme Commander 2,2010,0.19,6.2,77
Quantum Theory,2010,0.19,5.3,43
Dawn of Discovery,2009,0.19,8.5,81
Guitar Hero Live,2015,0.19,6.1,84
Frequency,2001,0.19,9,83
Dynasty Warriors 8: Empires,2014,0.19,7.5,63
2002 FIFA World Cup,2002,0.19,9,79
SpongeBob SquigglePants 3D,2011,0.19,6,64
Sudeki,2004,0.19,8.4,72
Majin and the Forsaken Kingdom,2010,0.19,8.1,74
Silent Hill HD Collection,2012,0.19,5.6,69
Arc Rise Fantasia,2009,0.19,7.8,64
South Park: The Stick of Truth,2014,0.19,8.6,85
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,0.19,4.6,49
MLB 12: The Show,2012,0.19,7.8,76
NBA 2K11,2010,0.19,8.6,82
WWE All Stars,2011,0.19,7,68
Naruto: Ninja Destiny,2006,0.19,4.4,61
FaceBreaker,2008,0.19,6.3,54
Spider-Man: Shattered Dimensions,2010,0.19,7,73
Lunar Legend,2002,0.19,7.8,79
Conflict: Global Terror,2005,0.19,8.5,62
Dante's Inferno,2010,0.19,8.1,70
Injustice: Gods Among Us,2013,0.19,7.9,82
Tomb Raider: Underworld,2008,0.19,8.4,70
Death Jr.,2005,0.19,7.3,61
Hulk,2003,0.19,7.4,71
Phantasy Star Universe,2006,0.19,8.5,68
Gungrave,2002,0.19,8.6,65
Transworld Surf,2002,0.19,8.5,76
Tenchu: Fatal Shadows,2004,0.19,8,58
50 Cent: Blood on the Sand,2009,0.19,7.2,72
Metro: Last Light,2013,0.19,8.6,82
Evolve,2015,0.19,4.3,77
Resident Evil: Revelations,2013,0.19,7.5,80
The Legend of Spyro: A New Beginning,2006,0.19,7.3,67
Armored Core: For Answer,2008,0.19,7.6,62
Harry Potter and the Prisoner of Azkaban,2004,0.19,8.8,67
Street Fighter X Tekken,2012,0.19,7.5,79
The Legend of Heroes: Trails of Cold Steel II,2014,0.19,7.3,80
Rise of the Kasai,2005,0.19,8,68
Singstar: Ultimate Party,2014,0.19,4.1,47
Risen,2009,0.19,6.4,60
Nostalgia,2008,0.19,7.6,72
Dynasty Warriors Gundam,2007,0.19,6.8,55
Chibi-Robo! Park Patrol,2007,0.19,7.5,78
Tom Clancy's Splinter Cell: Blacklist,2013,0.19,7.4,82
One Piece: Unlimited Adventure,2007,0.19,8.5,67
Shaun White Skateboarding,2010,0.19,6.5,61
Conflict: Denied Ops,2008,0.19,3.1,51
Binary Domain,2012,0.19,8,74
Ice Age: Dawn of the Dinosaurs,2009,0.19,7.3,67
Robin Hood: Defender of the Crown,2003,0.19,5.6,59
R-Type Final,2003,0.19,9.1,79
Bolt,2008,0.19,6.8,59
Sega GT 2002,2002,0.19,8.2,82
F1 2011,2011,0.19,7.2,83
Ty the Tasmanian Tiger 3: Night of the Quinkan,2005,0.19,8.1,68
Samurai Warriors 2: Empires,2006,0.19,7.3,55
Blood Omen 2,2002,0.19,9,76
Earth Defense Force: Insect Armageddon,2011,0.19,8.2,68
Major League Baseball 2K10,2010,0.19,5.3,74
Saints Row IV,2013,0.19,7.4,86
Harry Potter: Quidditch World Cup,2003,0.19,7.5,69
Dance Central: Spotlight,2014,0.19,7,74
Warriors: Legends of Troy,2011,0.19,7,44
La Pucelle: Tactics,2002,0.19,8.5,79
Arcania: Gothic 4,2010,0.19,4.4,63
NBA Ballers: Chosen One,2008,0.19,4.2,55
Tiger Woods PGA Tour 07,2006,0.19,6.8,81
Disney's Meet the Robinsons,2007,0.19,6.3,62
Sword Art Online: Hollow Realization,2016,0.19,7.7,69
The Lord of the Rings: War in the North,2011,0.19,7.1,66
SBK X: Superbike World Championship,2010,0.19,8.3,74
Rango: The Video Game,2011,0.19,6.4,65
EverQuest Online Adventures: Frontiers,2003,0.19,8.5,77
Fairy Fencer F,2013,0.19,7.4,65
Shadows of the Damned,2011,0.19,8.4,76
Phantasy Star Online Ver. 2,2001,0.19,8.9,80
Fight Club,2004,0.18,4.4,36
Samurai Warriors: State of War,2005,0.18,6.4,64
Dragon Blade: Wrath of Fire,2007,0.18,7.5,51
The Munchables,2009,0.18,8.2,71
Close Combat: First to Fight,2005,0.18,7.8,69
Indiana Jones and the Emperor's Tomb,2003,0.18,8.6,73
Buffy the Vampire Slayer: Chaos Bleeds,2003,0.18,8.9,72
Ty the Tasmanian Tiger,2002,0.18,8.5,68
Heavy Fire: Afghanistan,2011,0.18,3.3,39
Siren,2003,0.18,7.8,72
NARC,2005,0.18,2.8,51
Driver: San Francisco,2011,0.18,7,80
Shape Up,2014,0.18,8.3,58
Amplitude,2003,0.18,8.8,86
Disgaea DS,2008,0.18,7.5,82
Gauntlet: Seven Sorrows,2005,0.18,7.8,61
AirForce Delta Storm,2001,0.18,7.1,61
Fear Effect 2: Retro Helix,2001,0.18,8.9,84
Atelier Shallie: Alchemists of the Dusk Sea,2014,0.18,7.7,76
Call of Duty: World at War,2008,0.18,7.5,83
CSI: Fatal Conspiracy,2010,0.18,5.6,39
Vietcong: Purple Haze,2004,0.18,4.3,48
Syndicate,2012,0.18,7.1,74
Zumba Fitness Rush,2012,0.18,6.2,73
Call of Juarez,2007,0.18,6.9,71
Ghostbusters: The Video Game,2009,0.18,4.7,54
Bloody Roar: Primal Fury,2002,0.18,8.5,75
MotoGP,2009,0.18,5.4,44
Mushroom Men: The Spore Wars,2008,0.18,8.7,72
Saint Seiya: Soldiers' Soul,2015,0.18,7.8,59
LEGO Harry Potter: Years 5-7,2012,0.18,6.8,64
Corpse Party: Blood Drive,2014,0.18,7.4,60
The Last Airbender,2010,0.18,7,69
MotoGP 14 ,2014,0.18,6.4,73
Alone in the Dark,2008,0.18,4.4,39
Six Flags Fun Park,2008,0.18,7,34
Test Drive Off-Road Wide Open,2001,0.18,8.3,64
WWE All Stars,2011,0.18,6.6,70
Bad Boys: Miami Takedown,2004,0.18,5.9,35
Valhalla Knights 3,2013,0.18,6.8,48
Mega Man X: Command Mission,2004,0.18,7.1,69
Tokyo Xtreme Racer DRIFT,2003,0.18,8.6,59
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005,0.18,7.5,65
Cabela's Big Game Hunter 2005 Adventures,2004,0.18,8.3,65
Senran Kagura: Estival Versus,2015,0.18,7.4,71
GRID Autosport,2014,0.18,6.8,75
Half-Minute Hero,2009,0.18,7.8,84
Gauntlet: Dark Legacy,2002,0.18,9.1,60
The Chronicles of Narnia: Prince Caspian,2008,0.18,7.5,56
Shadow The Hedgehog,2005,0.18,5.5,49
World of Outlaws: Sprint Cars,2010,0.18,8.1,57
Van Helsing,2007,0.18,7.6,63
Grand Slam Tennis 2,2012,0.18,5.1,71
Ben 10 Ultimate Alien: Cosmic Destruction,2010,0.18,5.3,51
Pure Futbol,2010,0.18,7.9,38
Spider-Man: Friend or Foe,2007,0.18,4.4,58
Gun,2005,0.18,8.6,77
SoulCalibur Legends,2007,0.18,5.7,52
Aliens: Colonial Marines,2013,0.18,3.5,45
Tiger Woods PGA Tour 2004,2003,0.18,7.5,75
FIFA Soccer 11,2010,0.18,7.7,83
Borderlands,2009,0.18,7.8,81
de Blob 2,2011,0.18,8.1,79
Silent Hill 4: The Room,2004,0.18,8.3,76
Commandos 2: Men of Courage,2002,0.18,6.8,67
Remember Me,2013,0.18,7.5,70
Brink,2011,0.18,6,70
FIFA Soccer 2002,2001,0.18,8,81
Disney's Tarzan Untamed,2001,0.18,7.4,61
Trinity Universe,2009,0.18,7.2,62
Senran Kagura: Estival Versus,2015,0.18,8,67
Ball Breakers,2000,0.18,5.3,68
Splatterhouse,2010,0.18,7.6,62
EyeToy: Groove,2003,0.18,8,73
You Don't Know Jack,2011,0.18,7.3,82
Charlie and the Chocolate Factory,2005,0.18,3.2,39
Armored Core: Last Raven,2005,0.18,8.9,59
Burnout Legends,2005,0.18,6,38
College Hoops 2K7,2007,0.18,7.1,81
K-1 World Grand Prix,2002,0.18,9,67
Juiced,2005,0.18,9.1,68
Naruto Shippuden: Dragon Blade Chronicles,2009,0.18,3,38
DiRT Showdown,2012,0.18,6.3,75
Sonic Riders: Zero Gravity,2008,0.18,8.3,56
UFC: Sudden Impact,2004,0.18,7.7,54
Full Auto 2: Battlelines,2006,0.18,7.6,67
College Hoops 2K8,2007,0.18,6.9,81
How to Train Your Dragon,2010,0.18,7,51
Dynasty Warriors: Gundam 3,2010,0.18,7.8,65
NHL 2004,2003,0.18,6.5,85
Velvet Assassin,2009,0.18,7.1,56
MindJack,2011,0.18,1.7,44
NBA Live 16,2015,0.18,6.1,59
WWE SmackDown vs. Raw 2009,2008,0.18,7.8,58
Dead or Alive Paradise,2010,0.18,5.6,38
Dark Souls II,2014,0.17,7.1,91
The Suffering: Ties That Bind,2005,0.17,8,75
EyeToy: Kinetic,2005,0.17,8.3,78
Project Spark,2014,0.17,7,73
Army Men: Sarge's Heroes 2,2001,0.17,4.6,54
Winning Eleven: Pro Evolution Soccer 2007,2006,0.17,7.9,63
Warriors of Might and Magic,2001,0.17,4.5,49
Rapala Fishing Frenzy 2009,2008,0.17,4.4,31
Ridge Racer,2011,0.17,3.7,44
Major League Baseball 2K9,2009,0.17,4,61
Smash Court Tennis Pro Tournament,2002,0.17,7.4,73
Race Pro,2009,0.17,7,72
NBA Inside Drive 2004,2003,0.17,8.2,71
Gretzky NHL 2005,2004,0.17,9.1,66
Dungeon Siege III,2011,0.17,4.7,72
The Hobbit,2003,0.17,7.3,61
