Developer,Genre,Total_Global_Sales,Total_Global_Sales_By_Developer
Atomic Planet Entertainment,Platform,1.14,1.95
Atomic Planet Entertainment,Adventure,0.22,1.95
Atomic Planet Entertainment,Sports,0.05,1.95
Atomic Planet Entertainment,Misc,0.14,1.95
Atomic Planet Entertainment,Puzzle,0.37,1.95
Atomic Planet Entertainment,Strategy,0.03,1.95
"Flagship, HAL Labs",Platform,1.94,1.94
Reality Pump,Role-Playing,1.9,1.9
Marvelous Entertainment,Puzzle,0.04,1.87
Marvelous Entertainment,Platform,0.02,1.87
Marvelous Entertainment,Shooter,0.01,1.87
Marvelous Entertainment,Simulation,1.8,1.87
Locomotive Games,Action,0.66,1.86
Locomotive Games,Racing,1.2,1.86
KCE Studios,Simulation,0.11,1.85
KCE Studios,Shooter,0.18,1.85
KCE Studios,Action,1.56,1.85
Rockstar London,Action,0.87,1.85
Rockstar London,Racing,0.98,1.85
"Blue Byte, Related Designs",Strategy,1.43,1.81
"Blue Byte, Related Designs",Simulation,0.38,1.81
"Image Epoch, Imageepoch",Role-Playing,1.81,1.81
Marvelous AQL,Simulation,0.42,1.81
Marvelous AQL,Misc,0.48,1.81
Marvelous AQL,Action,0.91,1.81
Trion Worlds,Shooter,1.13,1.8
Trion Worlds,Role-Playing,0.67,1.8
Endemol,Misc,1.79,1.79
"Sega, Sonic Team",Platform,1.79,1.79
Turtle Rock Studios,Shooter,1.79,1.79
Piranha Games,Racing,0.76,1.78
Piranha Games,Sports,1.02,1.78
Pitbull Syndicate,Racing,1.76,1.76
Realtime Worlds,Shooter,1.75,1.75
4A Games,Action,0.96,1.74
4A Games,Shooter,0.78,1.74
Light Weight,Action,0.19,1.74
Light Weight,Fighting,1.55,1.74
Telltale Games,Action,0.16,1.72
Telltale Games,Adventure,1.56,1.72
Bugbear,Racing,1.71,1.71
"Epic Games, People Can Fly",Shooter,1.71,1.71
Creat Studios,Racing,1.09,1.7
Creat Studios,Action,0.34,1.7
Creat Studios,Shooter,0.06,1.7
Creat Studios,Sports,0.21,1.7
Hello Games,Action,1.7,1.7
Blue Fang Games,Strategy,0.38,1.69
Blue Fang Games,Simulation,1.31,1.69
UDS,Racing,1.39,1.66
UDS,Platform,0.12,1.66
UDS,Misc,0.15,1.66
Bigbig Studios,Action,0.17,1.65
Bigbig Studios,Racing,1.18,1.65
Bigbig Studios,Platform,0.3,1.65
Pocket Studios,Platform,1.29,1.64
Pocket Studios,Action,0.35,1.64
2K Australia,Shooter,1.62,1.62
EA Seattle,Racing,1.62,1.62
Midway Studios - Austin,Shooter,1.62,1.62
Collision Studios,Action,0.69,1.61
Collision Studios,Misc,0.04,1.61
Collision Studios,Sports,0.88,1.61
Inti Creates,Platform,0.95,1.61
Inti Creates,Action,0.66,1.61
Runecraft,Action,0.25,1.61
Runecraft,Puzzle,0.06,1.61
Runecraft,Shooter,1.3,1.61
Haemimont,Strategy,0.93,1.6
Haemimont,Simulation,0.49,1.6
Haemimont,Action,0.18,1.6
"Mistwalker, Artoon",Role-Playing,1.6,1.6
Q Entertainment,Shooter,0.78,1.58
Q Entertainment,Misc,0.23,1.58
Q Entertainment,Puzzle,0.57,1.58
Treasure,Platform,0.54,1.58
Treasure,Shooter,0.4,1.58
Treasure,Role-Playing,0.04,1.58
Treasure,Fighting,0.6,1.58
Ganbarion,Role-Playing,0.52,1.57
Ganbarion,Action,0.86,1.57
Ganbarion,Adventure,0.19,1.57
Steel Monkeys,Racing,1.57,1.57
Big Blue Bubble Inc.,Shooter,0.13,1.54
Big Blue Bubble Inc.,Puzzle,0.93,1.54
Big Blue Bubble Inc.,Role-Playing,0.09,1.54
Big Blue Bubble Inc.,Adventure,0.37,1.54
Big Blue Bubble Inc.,Strategy,0.02,1.54
Falcom,Role-Playing,1.3,1.54
Falcom,Action,0.24,1.54
Land Ho!,Action,0.41,1.54
Land Ho!,Sports,0.85,1.54
Land Ho!,Misc,0.28,1.54
Mind Candy,Misc,1.54,1.54
Opus,Fighting,0.75,1.54
Opus,Role-Playing,0.18,1.54
Opus,Puzzle,0.03,1.54
Opus,Action,0.04,1.54
Opus,Sports,0.27,1.54
Opus,Racing,0.27,1.54
The Code Monkeys,Sports,1.54,1.54
Marvelous,Fighting,0.08,1.53
Marvelous,Role-Playing,1.03,1.53
Marvelous,Simulation,0.42,1.53
"Naughty Dog, Sony Bend",Shooter,1.53,1.53
Rage Software,Racing,0.31,1.52
Rage Software,Shooter,0.11,1.52
Rage Software,Fighting,1.1,1.52
"Genius Sonority Inc., Disney Interactive Studios",Adventure,1.51,1.51
"Square Enix, Tri-Ace",Role-Playing,1.51,1.51
Avanquest Software,Action,0.33,1.5
Avanquest Software,Puzzle,0.05,1.5
Avanquest Software,Misc,1.03,1.5
Avanquest Software,Adventure,0.09,1.5
"Crystal Dynamics, Nixxes Software",Action,1.38,1.5
"Crystal Dynamics, Nixxes Software",Adventure,0.12,1.5
Eden,Racing,1.49,1.49
Eighting,Fighting,1.49,1.49
Engine Software,Action,1.34,1.49
Engine Software,Puzzle,0.08,1.49
Engine Software,Misc,0.05,1.49
Engine Software,Sports,0.02,1.49
Barking Lizards,Adventure,1.48,1.48
Media Vision,Role-Playing,1.08,1.47
Media Vision,Puzzle,0.1,1.47
Media Vision,Action,0.29,1.47
Skyworks Technologies,Racing,0.79,1.46
Skyworks Technologies,Misc,0.67,1.46
Airtight Games,Action,1.45,1.45
BigPark,Racing,1.43,1.43
"EA Canada, Nihilistic",Fighting,1.43,1.43
Novarama,Strategy,1.08,1.43
Novarama,Misc,0.04,1.43
Novarama,Fighting,0.12,1.43
Novarama,Action,0.19,1.43
"Digital Extremes, 2K Marin",Shooter,1.42,1.42
Flagship,Action,1.42,1.42
Keen Games,Action,0.88,1.42
Keen Games,Simulation,0.54,1.42
Ubisoft Sofia,Simulation,0.13,1.42
Ubisoft Sofia,Action,1.29,1.42
Anchor,Fighting,1.41,1.41
Barnstorm Games,Misc,1.41,1.41
Indie Built,Sports,1.41,1.41
Buzz Monkey,Action,0.46,1.4
Buzz Monkey,Sports,0.94,1.4
"Kush Games, Visual Concepts",Sports,1.39,1.39
Arzest,Platform,1.38,1.38
M2,Shooter,0.06,1.38
M2,Misc,1.32,1.38
Big Sky Software,Platform,1.37,1.37
Paon Corporation,Action,0.06,1.37
Paon Corporation,Racing,0.62,1.37
Paon Corporation,Role-Playing,0.29,1.37
Paon Corporation,Platform,0.4,1.37
"Square Enix, Think and Feel",Role-Playing,1.37,1.37
Left Field Productions,Racing,0.54,1.36
Left Field Productions,Sports,0.39,1.36
Left Field Productions,Misc,0.43,1.36
D3Publisher,Sports,0.17,1.35
D3Publisher,Action,0.6,1.35
D3Publisher,Misc,0.58,1.35
The Coalition,Shooter,1.35,1.35
3G Studios,Misc,0.03,1.34
3G Studios,Shooter,0.04,1.34
3G Studios,Sports,1.27,1.34
"Dimps Corporation, Namco Bandai Games",Fighting,1.34,1.34
FASA Studio,Simulation,0.87,1.34
FASA Studio,Role-Playing,0.47,1.34
Rockstar Vienna,Shooter,1.34,1.34
Takara,Sports,0.28,1.34
Takara,Racing,0.12,1.34
Takara,Action,0.94,1.34
Project Soul,Fighting,1.33,1.33
"Tetris Online, Inc",Puzzle,1.32,1.32
Cing,Adventure,0.89,1.31
Cing,Strategy,0.29,1.31
Cing,Role-Playing,0.13,1.31
Inti,Platform,1.31,1.31
Pipe Dream Interactive,Platform,0.28,1.31
Pipe Dream Interactive,Action,0.32,1.31
Pipe Dream Interactive,Shooter,0.71,1.31
Good-Feel,Platform,1.3,1.3
Jester Interactive,Racing,1.11,1.3
Jester Interactive,Misc,0.19,1.3
Chris Sawyer,Strategy,1.29,1.29
Idol Minds,Misc,0.24,1.28
Idol Minds,Sports,0.74,1.28
Idol Minds,Adventure,0.3,1.28
WXP,Action,0.53,1.28
WXP,Adventure,0.21,1.28
WXP,Shooter,0.54,1.28
"Nintendo, Spike Chunsoft",Role-Playing,1.27,1.27
"Opus, Project Sora",Action,1.27,1.27
Overworks,Role-Playing,0.31,1.27
Overworks,Platform,0.96,1.27
RED Entertainment,Role-Playing,1.18,1.27
RED Entertainment,Action,0.09,1.27
Sensory Sweep,Strategy,0.11,1.27
Sensory Sweep,Role-Playing,0.09,1.27
Sensory Sweep,Sports,0.14,1.27
Sensory Sweep,Platform,0.28,1.27
Sensory Sweep,Misc,0.59,1.27
Sensory Sweep,Adventure,0.06,1.27
"THQ, Yuke's",Action,1.27,1.27
Longtail Studios,Misc,1.11,1.26
Longtail Studios,Simulation,0.03,1.26
Longtail Studios,Adventure,0.12,1.26
"Nintendo, Nintendo Software Technology",Puzzle,1.26,1.26
"Capcom, Pipeworks Software, Inc.",Action,1.25,1.25
Kouyousha,Simulation,0.07,1.25
Kouyousha,Sports,1.18,1.25
"Spike Chunsoft Co. Ltd., Spike Chunsoft",Role-Playing,1.25,1.25
Sting,Role-Playing,1.25,1.25
"Tarsier Studios, Double Eleven",Platform,1.25,1.25
Yager,Shooter,1.24,1.24
"id Software, Raven Software",Shooter,1.24,1.24
Dancing Dots,Simulation,1.23,1.23
Tri-Crescendo,Role-Playing,1.22,1.22
neo Software,Shooter,1.22,1.22
"Ascaron Entertainment GmbH, Ascaron Entertainment",Role-Playing,1.21,1.21
Gorilla Games,Sports,1.2,1.2
Mistic Software,Platform,0.04,1.2
Mistic Software,Misc,0.52,1.2
Mistic Software,Sports,0.64,1.2
Piranha Bytes,Role-Playing,1.2,1.2
Pocketeers,Racing,1.2,1.2
Spicy Horse,Adventure,1.2,1.2
Wow Entertainment,Sports,0.28,1.2
Wow Entertainment,Racing,0.27,1.2
Wow Entertainment,Shooter,0.53,1.2
Wow Entertainment,Action,0.12,1.2
Aspect,Action,1.19,1.19
Blizzard North,Role-Playing,1.19,1.19
"Team Ninja, Tecmo",Action,1.01,1.19
"Team Ninja, Tecmo",Misc,0.18,1.19
Hijinx Studios,Action,0.32,1.18
Hijinx Studios,Puzzle,0.43,1.18
Hijinx Studios,Misc,0.43,1.18
"Omega Force, Tecmo Koei Games",Action,1.18,1.18
Saffire,Shooter,0.02,1.18
Saffire,Action,0.77,1.18
Saffire,Platform,0.25,1.18
Saffire,Fighting,0.14,1.18
"CyberConnect2, Racjin",Fighting,1.17,1.17
DreamFactory,Fighting,0.15,1.17
DreamFactory,Action,0.99,1.17
DreamFactory,Role-Playing,0.03,1.17
Data Design Interactive,Misc,0.54,1.16
Data Design Interactive,Racing,0.23,1.16
Data Design Interactive,Platform,0.14,1.16
Data Design Interactive,Puzzle,0.05,1.16
Data Design Interactive,Action,0.08,1.16
Data Design Interactive,Sports,0.12,1.16
Barnhouse Effect,Racing,1.14,1.15
Barnhouse Effect,Role-Playing,0.01,1.15
Infinite Interactive,Puzzle,1.14,1.14
Titus Software,Shooter,0.02,1.14
Titus Software,Simulation,1.07,1.14
Titus Software,Strategy,0.02,1.14
Titus Software,Platform,0.03,1.14
DONTNOD Entertainment,Action,0.56,1.13
DONTNOD Entertainment,Adventure,0.57,1.13
"Level 5, Brownie Brown",Role-Playing,1.13,1.13
Nerve Software,Shooter,1.12,1.12
Ruffian Games,Shooter,1.12,1.12
"EA Sports, EA Canada",Sports,1.11,1.11
"LucasArts, Krome Studios",Action,1.11,1.11
Brownie Brown,Strategy,0.14,1.09
Brownie Brown,Role-Playing,0.95,1.09
"EA Redwood Shores, EA Salt Lake",Shooter,1.09,1.09
"Mad Doc Software, Rockstar Vancouver",Action,1.09,1.09
SEGA Racing Studio,Racing,1.09,1.09
Triumph Studios,Strategy,0.42,1.09
Triumph Studios,Action,0.67,1.09
InXile Entertainment,Role-Playing,0.46,1.08
InXile Entertainment,Puzzle,0.1,1.08
InXile Entertainment,Action,0.52,1.08
Shin'en,Platform,0.02,1.08
Shin'en,Action,0.04,1.08
Shin'en,Shooter,0.78,1.08
Shin'en,Puzzle,0.24,1.08
Ubisoft Shanghai/Paris,Shooter,1.08,1.08
Compile Heart,Strategy,0.12,1.07
Compile Heart,Puzzle,0.06,1.07
Compile Heart,Role-Playing,0.89,1.07
Blue Byte,Sports,0.24,1.06
Blue Byte,Strategy,0.58,1.06
Blue Byte,Action,0.24,1.06
Hypnotix,Sports,1.06,1.06
Silicon Studio,Role-Playing,1.06,1.06
Access Games,Simulation,0.12,1.05
Access Games,Action,0.3,1.05
Access Games,Role-Playing,0.63,1.05
Eugen Systems,Strategy,1.05,1.05
Evolution Games,Platform,1.05,1.05
KCEK,Platform,0.89,1.05
KCEK,Racing,0.16,1.05
Overkill Software,Shooter,1.05,1.05
Sega AM3,Sports,1.05,1.05
"Valuewave Co.,Ltd.",Platform,0.29,1.05
"Valuewave Co.,Ltd.",Action,0.58,1.05
"Valuewave Co.,Ltd.",Role-Playing,0.18,1.05
SuperVillain Studios,Role-Playing,0.16,1.04
SuperVillain Studios,Action,0.88,1.04
Takara Tomy,Action,0.11,1.04
Takara Tomy,Simulation,0.12,1.04
Takara Tomy,Fighting,0.64,1.04
Takara Tomy,Racing,0.08,1.04
Takara Tomy,Strategy,0.09,1.04
"Electronic Arts, EA Redwood Shores",Action,1.03,1.03
Iron Galaxy Studios,Shooter,0.64,1.03
Iron Galaxy Studios,Adventure,0.05,1.03
Iron Galaxy Studios,Action,0.31,1.03
Iron Galaxy Studios,Fighting,0.03,1.03
"Tantalus Interactive, Tantatus, Nintendo",Action,1.03,1.03
Eighting/Raizing,Fighting,1.02,1.02
Mistwalker,Role-Playing,1.02,1.02
MumboJumbo,Adventure,0.15,1.02
MumboJumbo,Puzzle,0.84,1.02
MumboJumbo,Racing,0.03,1.02
"Sega, Dimps Corporation",Platform,1.02,1.02
Ubisoft Casablanca,Action,0.38,1.02
Ubisoft Casablanca,Platform,0.64,1.02
Venom Games,Shooter,0.32,1.02
Venom Games,Action,0.37,1.02
Venom Games,Sports,0.33,1.02
CokeM Interactive,Racing,0.06,1.01
CokeM Interactive,Action,0.39,1.01
CokeM Interactive,Puzzle,0.18,1.01
CokeM Interactive,Adventure,0.21,1.01
CokeM Interactive,Sports,0.17,1.01
HotGen,Simulation,0.19,1.01
HotGen,Puzzle,0.01,1.01
HotGen,Sports,0.56,1.01
HotGen,Action,0.25,1.01
Hyde,Adventure,1.01,1.01
Koei Tecmo Games,Strategy,0.04,1.01
Koei Tecmo Games,Action,0.97,1.01
Psygnosis,Simulation,0.42,1.01
Psygnosis,Racing,0.59,1.01
RedLynx,Racing,0.69,1.01
RedLynx,Strategy,0.32,1.01
THQ Digital Studio Phoenix,Racing,1.01,1.01
2K Games,Racing,0.08,1
2K Games,Sports,0.39,1
2K Games,Shooter,0.53,1
Arcade Moon,Simulation,0.27,1
Arcade Moon,Sports,0.73,1
Deibus Studios,Racing,1,1
Humongous Entertainment,Sports,0.93,1
Humongous Entertainment,Adventure,0.07,1
Midway Studios - Los Angeles,Action,1,1
Full-Fat,Racing,0.01,0.99
Full-Fat,Sports,0.22,0.99
Full-Fat,Fighting,0.05,0.99
Full-Fat,Simulation,0.11,0.99
Full-Fat,Platform,0.04,0.99
Full-Fat,Puzzle,0.56,0.99
Route 1 Games,Puzzle,0.99,0.99
Sega Studios San Francisco,Action,0.99,0.99
Black Isle Studios,Role-Playing,0.98,0.98
Red Tribe,Action,0.75,0.98
Red Tribe,Platform,0.23,0.98
David A. Palmer Productions,Racing,0.06,0.97
David A. Palmer Productions,Shooter,0.14,0.97
David A. Palmer Productions,Action,0.77,0.97
GenePool,Platform,0.97,0.97
Illusion Softworks,Action,0.97,0.97
JGI Entertainment,Fighting,0.97,0.97
Mastiff,Sports,0.72,0.97
Mastiff,Shooter,0.25,0.97
Ratbag,Racing,0.97,0.97
Adrenium,Platform,0.64,0.96
Adrenium,Action,0.32,0.96
Pyramid,Fighting,0.96,0.96
Ubisoft Milan,Sports,0.69,0.96
Ubisoft Milan,Shooter,0.11,0.96
Ubisoft Milan,Action,0.16,0.96
Ubisoft Vancouver,Sports,0.96,0.96
"Vicarious Visions, Neversoft Entertainment",Misc,0.96,0.96
Virtucraft,Action,0.7,0.96
Virtucraft,Sports,0.04,0.96
Virtucraft,Platform,0.22,0.96
SuperBot Entertainment,Action,0.95,0.95
Fuse Games Limited,Misc,0.94,0.94
"High Voltage Software, Backbone Entertainment",Adventure,0.94,0.94
Kalypso,Strategy,0.04,0.94
Kalypso,Role-Playing,0.01,0.94
Kalypso,Simulation,0.89,0.94
Rockstar Vancouver,Action,0.94,0.94
"Terminal Reality, 4mm Games",Misc,0.94,0.94
AWE Games,Adventure,0.93,0.93
"Shift, Bandai Namco Games",Action,0.93,0.93
"Square Enix, h.a.n.d. Inc.",Role-Playing,0.93,0.93
Destination Software,Action,0.35,0.91
Destination Software,Sports,0.02,0.91
Destination Software,Puzzle,0.06,0.91
Destination Software,Racing,0.48,0.91
Guerilla Cambridge,Shooter,0.8,0.91
Guerilla Cambridge,Action,0.11,0.91
Bullets,Puzzle,0.06,0.9
Bullets,Role-Playing,0.56,0.9
Bullets,Action,0.28,0.9
Marvelous Inc.,Role-Playing,0.06,0.9
Marvelous Inc.,Action,0.67,0.9
Marvelous Inc.,Simulation,0.16,0.9
Marvelous Inc.,Fighting,0.01,0.9
Shift,Role-Playing,0.52,0.9
Shift,Misc,0.33,0.9
Shift,Puzzle,0.05,0.9
Appaloosa Interactive,Adventure,0.14,0.89
Appaloosa Interactive,Action,0.75,0.89
Brain Toys,Simulation,0.89,0.89
Starfish,Shooter,0.07,0.89
Starfish,Sports,0.26,0.89
Starfish,Puzzle,0.09,0.89
Starfish,Misc,0.47,0.89
Bam Entertainment,Racing,0.23,0.88
Bam Entertainment,Fighting,0.55,0.88
Bam Entertainment,Shooter,0.1,0.88
Digital Anvil,Simulation,0.05,0.88
Digital Anvil,Shooter,0.83,0.88
Dreamcatcher,Simulation,0.25,0.88
Dreamcatcher,Puzzle,0.13,0.88
Dreamcatcher,Action,0.26,0.88
Dreamcatcher,Misc,0.12,0.88
Dreamcatcher,Adventure,0.12,0.88
"Human Soft, Ivolgamus",Adventure,0.88,0.88
SCi,Racing,0.01,0.88
SCi,Shooter,0.87,0.88
Cinegroupe,Adventure,0.26,0.87
Cinegroupe,Platform,0.61,0.87
"Media Molecule, United Front Games",Action,0.87,0.87
SCEJ,Adventure,0.07,0.87
SCEJ,Misc,0.33,0.87
SCEJ,Puzzle,0.47,0.87
Totally Games,Simulation,0.73,0.87
Totally Games,Role-Playing,0.14,0.87
Cygames,Role-Playing,0.86,0.86
Suzak,Racing,0.16,0.86
Suzak,Role-Playing,0.05,0.86
Suzak,Platform,0.65,0.86
Tomy Corporation,Action,0.15,0.86
Tomy Corporation,Misc,0.03,0.86
Tomy Corporation,Fighting,0.68,0.86
Toolbox Design,Racing,0.86,0.86
VU Games,Action,0.23,0.86
VU Games,Adventure,0.52,0.86
VU Games,Racing,0.11,0.86
Pyro Studios,Action,0.42,0.85
Pyro Studios,Strategy,0.35,0.85
Pyro Studios,Shooter,0.08,0.85
Storm City Games,Misc,0.16,0.85
Storm City Games,Adventure,0.03,0.85
Storm City Games,Puzzle,0.53,0.85
Storm City Games,Action,0.08,0.85
Storm City Games,Strategy,0.02,0.85
Storm City Games,Racing,0.03,0.85
T&E Soft,Sports,0.85,0.85
Eidos Interactive,Strategy,0.62,0.84
Eidos Interactive,Simulation,0.11,0.84
Eidos Interactive,Action,0.11,0.84
Sandlot,Action,0.28,0.84
Sandlot,Shooter,0.56,0.84
Artech Studios,Misc,0.34,0.82
Artech Studios,Simulation,0.43,0.82
Artech Studios,Shooter,0.05,0.82
"Harmonix Music Systems, Demiurge Studios",Misc,0.82,0.82
Inevitable Entertainment,Platform,0.71,0.82
Inevitable Entertainment,Misc,0.11,0.82
Prope,Fighting,0.15,0.82
Prope,Misc,0.17,0.82
Prope,Sports,0.39,0.82
Prope,Puzzle,0.11,0.82
Smilebit,Shooter,0.48,0.82
Smilebit,Sports,0.13,0.82
Smilebit,Action,0.21,0.82
"Treyarch, Sledgehammer Games",Shooter,0.82,0.82
"Ubisoft, Sensory Sweep",Misc,0.82,0.82
Cerasus Media,Puzzle,0.27,0.81
Cerasus Media,Misc,0.54,0.81
Gevo Entertainment,Simulation,0.81,0.81
"Red Storm Entertainment, Ubisoft Montreal",Shooter,0.81,0.81
Bec,Shooter,0.06,0.8
Bec,Role-Playing,0.54,0.8
Bec,Simulation,0.2,0.8
"Team 17, Two Tribes",Strategy,0.79,0.79
"Machatin, Inc.",Simulation,0.78,0.78
"Sumo Digital, Playground Games",Racing,0.78,0.78
Trilobyte,Adventure,0.78,0.78
Zombie Studios,Shooter,0.12,0.78
Zombie Studios,Action,0.66,0.78
AI,Sports,0.33,0.77
AI,Platform,0.02,0.77
AI,Puzzle,0.42,0.77
"Artificial Mind and Movement, Polygon Magic",Shooter,0.77,0.77
"City Interactive, Deck 13",Role-Playing,0.77,0.77
Magenta Software,Misc,0.67,0.77
Magenta Software,Action,0.02,0.77
Magenta Software,Platform,0.08,0.77
"Omega Force, Koei Tecmo Games",Action,0.77,0.77
Smack Down Productions,Misc,0.77,0.77
Teyon,Action,0.47,0.77
Teyon,Shooter,0.3,0.77
"LucasArts, Red Fly Studio",Action,0.76,0.76
UFO Interactive,Sports,0.02,0.76
UFO Interactive,Misc,0.58,0.76
UFO Interactive,Puzzle,0.14,0.76
UFO Interactive,Action,0.02,0.76
ValuSoft,Shooter,0.02,0.76
ValuSoft,Simulation,0.07,0.76
ValuSoft,Misc,0.56,0.76
ValuSoft,Racing,0.11,0.76
Humagade,Simulation,0.44,0.75
Humagade,Misc,0.31,0.75
KCEA,Action,0.07,0.75
KCEA,Misc,0.64,0.75
KCEA,Sports,0.04,0.75
"Rovio Mobile, Rovio Entertainment",Action,0.42,0.75
"Rovio Mobile, Rovio Entertainment",Puzzle,0.33,0.75
SCEA Sports Studio,Sports,0.75,0.75
Bits Studios,Misc,0.04,0.74
Bits Studios,Action,0.58,0.74
Bits Studios,Shooter,0.12,0.74
Cunning Developments,Shooter,0.08,0.74
Cunning Developments,Simulation,0.66,0.74
Epicenter Studios,Action,0.64,0.74
Epicenter Studios,Shooter,0.1,0.74
Frogwares,Adventure,0.74,0.74
Handheld Games,Misc,0.31,0.74
Handheld Games,Action,0.19,0.74
Handheld Games,Adventure,0.24,0.74
Phoenix Games Studio,Platform,0.13,0.74
Phoenix Games Studio,Action,0.19,0.74
Phoenix Games Studio,Simulation,0.42,0.74
Razorworks,Racing,0.65,0.74
Razorworks,Puzzle,0.09,0.74
"Treyarch, Shaba Games",Action,0.74,0.74
WBIE,Role-Playing,0.74,0.74
Blade Interactive,Racing,0.51,0.73
Blade Interactive,Sports,0.22,0.73
Blue Shift,Sports,0.73,0.73
Blue Tongue,Platform,0.5,0.73
Blue Tongue,Adventure,0.23,0.73
Coldwood Interactive,Racing,0.14,0.73
Coldwood Interactive,Fighting,0.59,0.73
Dearsoft,Sports,0.73,0.73
Gas Powered Games,Strategy,0.7,0.73
Gas Powered Games,Role-Playing,0.03,0.73
"Idea Factory, Compile Heart",Role-Playing,0.73,0.73
MagicWand,Sports,0.73,0.73
Psyonix,Shooter,0.06,0.73
Psyonix,Sports,0.67,0.73
Cattle Call,Misc,0.24,0.72
Cattle Call,Role-Playing,0.48,0.72
Ignition Entertainment,Action,0.67,0.72
Ignition Entertainment,Misc,0.05,0.72
Ion Storm,Shooter,0.33,0.72
Ion Storm,Action,0.38,0.72
Ion Storm,Role-Playing,0.01,0.72
Realism Ltd,Puzzle,0.72,0.72
Saber Interactive,Shooter,0.72,0.72
Studio Gigante,Fighting,0.72,0.72
Victor Interactive Software,Simulation,0.72,0.72
"Zoe Mode, HB Studios Multimedia",Misc,0.72,0.72
Equinoxe,Platform,0.71,0.71
Tantatus,Racing,0.13,0.71
Tantatus,Action,0.58,0.71
"id Software, Nerve Software",Shooter,0.71,0.71
Disney Interactive,Action,0.28,0.7
Disney Interactive,Platform,0.42,0.7
"Eighting, Genius Sonority Inc.",Role-Playing,0.7,0.7
"SCEA, Sims",Platform,0.7,0.7
Armature Studio,Action,0.69,0.69
Attention To Detail,Racing,0.28,0.69
Attention To Detail,Sports,0.41,0.69
Hypnos Entertainment,Action,0.69,0.69
Game Machine Studios,Action,0.68,0.68
Human Head Studios,Action,0.57,0.68
Human Head Studios,Shooter,0.11,0.68
"BioWare, Demiurge Studios",Role-Playing,0.67,0.67
Cyberlore Studios,Strategy,0.38,0.67
Cyberlore Studios,Simulation,0.29,0.67
Delphine Software International,Role-Playing,0.66,0.67
Delphine Software International,Racing,0.01,0.67
Irem,Role-Playing,0.04,0.67
Irem,Puzzle,0.03,0.67
Irem,Fighting,0.06,0.67
Irem,Shooter,0.19,0.67
Irem,Action,0.28,0.67
Irem,Strategy,0.07,0.67
"RED Entertainment, Artdink",Role-Playing,0.67,0.67
Wideload Games Inc.,Action,0.11,0.67
Wideload Games Inc.,Misc,0.56,0.67
Cauldron Ltd.,Misc,0.17,0.66
Cauldron Ltd.,Shooter,0.49,0.66
Crawfish Interactive,Shooter,0.05,0.66
Crawfish Interactive,Fighting,0.15,0.66
Crawfish Interactive,Racing,0.46,0.66
Deep Silver,Racing,0.17,0.66
Deep Silver,Puzzle,0.22,0.66
Deep Silver,Strategy,0.04,0.66
Deep Silver,Role-Playing,0.07,0.66
Deep Silver,Adventure,0.03,0.66
Deep Silver,Simulation,0.13,0.66
Lab Rats Games,Sports,0.66,0.66
"Dimps Corporation, SCE Japan Studio",Role-Playing,0.65,0.65
"Krome Studios, Screenlife Games",Misc,0.65,0.65
Q-Games,Shooter,0.53,0.65
Q-Games,Strategy,0.12,0.65
Brash Entertainment,Misc,0.18,0.64
Brash Entertainment,Platform,0.46,0.64
Computer Artworks,Adventure,0.64,0.64
Oxygen Interactive,Misc,0.23,0.64
Oxygen Interactive,Action,0.03,0.64
Oxygen Interactive,Puzzle,0.13,0.64
Oxygen Interactive,Sports,0.25,0.64
SCE Studio Cambridge,Misc,0.25,0.64
SCE Studio Cambridge,Action,0.09,0.64
SCE Studio Cambridge,Adventure,0.3,0.64
Gusto Games,Puzzle,0.44,0.63
Gusto Games,Sports,0.12,0.63
Gusto Games,Adventure,0.07,0.63
Kuusou Kagaku,Role-Playing,0.63,0.63
Vivarium,Misc,0.11,0.63
Vivarium,Simulation,0.52,0.63
Lucky Chicken,Racing,0.24,0.62
Lucky Chicken,Shooter,0.21,0.62
Lucky Chicken,Platform,0.16,0.62
Lucky Chicken,Action,0.01,0.62
"Media Vision, Contrail",Role-Playing,0.62,0.62
Monumental Games,Racing,0.62,0.62
SCS Software,Simulation,0.49,0.62
SCS Software,Action,0.13,0.62
"Bandai Namco Games, Artdink",Role-Playing,0.61,0.61
KCEO,Sports,0.61,0.61
Vanilla Ware,Strategy,0.05,0.61
Vanilla Ware,Role-Playing,0.56,0.61
Hothouse Creations,Misc,0.55,0.6
Hothouse Creations,Action,0.05,0.6
"Jellyvision, Iron Galaxy Studios",Misc,0.6,0.6
Backbone Vancouver,Misc,0.59,0.59
Dreamworks Games,Shooter,0.59,0.59
"Ritual Entertainment, Avalanche Software",Shooter,0.59,0.59
Beyond Games,Racing,0.58,0.58
Gratuitous Games,Sports,0.35,0.58
Gratuitous Games,Shooter,0.23,0.58
Lightning Fish Games,Sports,0.58,0.58
Polygon Magic,Action,0.08,0.58
Polygon Magic,Adventure,0.07,0.58
Polygon Magic,Fighting,0.32,0.58
Polygon Magic,Sports,0.11,0.58
Pseudo Interactive,Shooter,0.22,0.58
Pseudo Interactive,Racing,0.36,0.58
Telegames,Misc,0.58,0.58
AQ Interactive,Simulation,0.25,0.57
AQ Interactive,Platform,0.1,0.57
AQ Interactive,Misc,0.22,0.57
Artdink,Strategy,0.02,0.57
Artdink,Fighting,0.49,0.57
Artdink,Simulation,0.06,0.57
